EmployeeID,FirstName,LastName,Gender,Age,Department,JobTitle,HireDate,YearsAtCompany,Salary,PerformanceRating,Attrition,Education,MaritalStatus,Overtime,TrainingHours,SickDays,City
E102310,Daniel,Lopez,Female,52,Operations,Operations Manager,2016-02-26,9.9,83564,3,No,Bachelor,Divorced,Yes,23,12,Boston
E102311,Patricia,Miller,Female,49,Sales,Sales Rep,2024-05-25,1.6,76631,4,No,High School,Divorced,Yes,9,4,Seattle
E102312,Elizabeth,Thomas,Male,56,IT,Data Analyst,2016-07-18,9.5,97954,4,No,Associate,Divorced,No,59,13,Dallas
E102313,Sarah,Wilson,Female,54,HR,HR Specialist,2012-11-17,13.1,82420,5,No,Bachelor,Single,Yes,57,9,Boston
E102314,William,Gonzalez,Male,59,IT,Data Analyst,2015-01-19,11,96108,3,Yes,Associate,Divorced,Yes,49,9,Boston
E102315,Mary,Brown,Male,50,Operations,Operations Manager,2021-06-11,4.6,59024,4,No,Bachelor,Divorced,No,51,6,Miami
E102316,James,Anderson,Male,57,Customer Support,Support Agent,2015-06-06,10.6,70423,3,Yes,Bachelor,Divorced,Yes,41,5,Denver
E102317,James,Jackson,Female,41,Customer Support,Support Lead,2013-07-09,12.5,79784,4,No,Associate,Divorced,Yes,12,14,Phoenix
E102318,Karen,Wilson,Female,32,Marketing,Marketing Manager,2014-09-18,11.3,66514,5,No,Bachelor,Single,No,28,11,Phoenix
E102319,Jennifer,Miller,Female,32,Marketing,Marketing Specialist,2012-08-22,13.4,97238,5,No,High School,Married,No,26,6,Phoenix
E102320,Linda,Martinez,Male,23,IT,IT Support,2023-12-25,2,90852,5,No,Bachelor,Divorced,Yes,38,15,Denver
E102321,Matthew,Moore,Female,57,Operations,Operations Analyst,2019-01-22,6.9,71386,2,No,Bachelor,Single,No,47,10,Miami
E102322,Jessica,Smith,Male,40,Marketing,Marketing Manager,2013-09-15,12.3,54176,3,No,Bachelor,Married,Yes,53,15,Chicago
E102323,William,Brown,Female,29,HR,HR Manager,2015-09-27,10.3,58680,4,No,Bachelor,Divorced,Yes,57,15,Dallas
E102324,Linda,Gonzalez,Male,45,Marketing,Marketing Manager,2018-10-16,7.2,84662,4,Yes,High School,Married,Yes,36,4,Chicago
E102325,Thomas,Jackson,Female,32,HR,HR Manager,2020-07-30,5.4,70201,2,No,Master,Divorced,No,36,0,Boston
E102326,Jennifer,Gonzalez,Male,25,Marketing,Marketing Specialist,2021-04-16,4.7,54728,4,No,Bachelor,Single,No,42,12,Seattle
E102327,Joseph,Jones,Male,28,Marketing,Marketing Manager,2016-06-14,9.6,83460,4,No,Associate,Married,Yes,8,1,Chicago
E102328,Mary,Miller,Male,33,Sales,Sales Rep,2022-08-09,3.4,85002,4,No,Associate,Single,Yes,39,11,Seattle
E102329,Michael,Gonzalez,Female,35,HR,HR Specialist,2018-03-15,7.8,87108,3,No,High School,Single,Yes,3,5,Miami
E102330,Joseph,Thomas,Male,43,Sales,Sales Rep,2021-03-20,4.8,77167,3,No,Bachelor,Divorced,No,21,12,Seattle
E102331,Thomas,Lopez,Male,55,Sales,Sales Rep,2022-10-24,3.2,57908,5,No,Master,Divorced,Yes,2,4,Denver
E102332,Thomas,Lopez,Male,30,IT,Data Analyst,2012-04-11,13.7,107225,3,No,High School,Divorced,Yes,24,15,Miami
E102333,William,Moore,Female,59,Operations,Operations Manager,2014-06-19,11.5,59055,4,No,Bachelor,Divorced,No,42,1,Dallas
E102334,William,Thomas,Female,33,HR,HR Manager,2019-05-09,6.7,51407,4,No,Bachelor,Single,No,20,6,Denver
E102335,Jessica,Jones,Male,31,Customer Support,Support Agent,2017-05-21,8.6,48118,4,No,High School,Single,Yes,3,4,Boston
E102336,Robert,Smith,Male,24,Operations,Operations Manager,2019-10-22,6.2,86511,2,No,Associate,Single,No,15,3,Boston
E102337,Thomas,Williams,Female,43,HR,HR Manager,2016-03-02,9.8,64782,4,No,Bachelor,Married,Yes,28,7,Miami
E102338,Robert,Anderson,Female,30,Finance,Accountant,2014-12-02,11.1,85219,4,No,Associate,Married,No,28,9,Denver
E102339,David,Taylor,Male,47,Sales,Sales Manager,2019-07-17,6.5,72467,3,No,Bachelor,Divorced,Yes,35,6,Boston
E102340,David,Martinez,Female,40,HR,HR Manager,2018-07-29,7.4,55550,3,No,Associate,Married,No,35,12,Dallas
E102341,Michael,Gonzalez,Male,47,Customer Support,Support Lead,2018-04-20,7.7,42343,4,Yes,Bachelor,Married,No,28,15,Phoenix
E102342,Jessica,Taylor,Male,52,Sales,Sales Rep,2021-10-05,4.2,79598,2,No,Bachelor,Single,Yes,31,10,Denver
E102343,Robert,Rodriguez,Female,37,Customer Support,Support Agent,2020-08-18,5.4,73488,3,No,Associate,Divorced,Yes,41,0,Atlanta
E102344,Elizabeth,Miller,Female,46,IT,IT Support,2021-01-17,5,108355,5,No,Associate,Single,No,41,5,Seattle
E102345,Robert,Taylor,Male,26,IT,Software Engineer,2022-06-18,3.5,111075,3,No,Bachelor,Married,Yes,40,2,Boston
E102346,Matthew,Garcia,Male,27,HR,HR Manager,2013-04-14,12.7,80532,3,No,Associate,Divorced,Yes,55,5,Atlanta
E102347,Daniel,Martinez,Male,51,Operations,Operations Manager,2013-06-22,12.5,60328,5,No,Master,Married,Yes,41,10,Boston
E102348,Elizabeth,Garcia,Male,33,Finance,Accountant,2024-02-05,1.9,96770,2,No,Bachelor,Divorced,No,45,13,Seattle
E102349,Michael,Gonzalez,Male,28,Marketing,Marketing Manager,2015-06-09,10.6,94726,4,No,Bachelor,Married,Yes,2,15,Phoenix
E102350,Matthew,Johnson,Male,57,Sales,Sales Manager,2025-10-01,0.3,59801,3,No,Bachelor,Divorced,No,2,7,Miami
E102351,James,Gonzalez,Female,49,IT,Data Analyst,2015-11-24,10.1,77879,5,No,High School,Single,Yes,60,5,Atlanta
E102352,Patricia,Martinez,Male,26,Operations,Operations Analyst,2018-01-13,8,92554,3,No,Master,Married,Yes,1,5,Denver
E102353,Michael,Miller,Female,26,IT,Data Analyst,2023-07-29,2.4,84334,4,No,Associate,Married,No,37,0,Atlanta
E102354,Karen,Anderson,Female,25,HR,HR Manager,2017-11-09,8.2,48287,4,No,Bachelor,Married,Yes,39,8,Dallas
E102355,Thomas,Wilson,Female,35,Sales,Sales Manager,2022-05-13,3.6,89484,5,No,High School,Single,Yes,54,12,Chicago
E102356,David,Wilson,Male,54,Marketing,Marketing Specialist,2013-06-01,12.6,93676,3,No,Bachelor,Married,No,13,3,Boston
E102357,Joseph,Jones,Female,52,Sales,Sales Rep,2018-06-09,7.6,88300,3,Yes,High School,Divorced,No,35,5,Chicago
E102358,William,Jones,Male,40,Customer Support,Support Lead,2018-04-12,7.7,43992,2,No,Bachelor,Married,No,8,2,Phoenix
E102359,Michael,Anderson,Female,27,Marketing,Marketing Specialist,2019-03-01,6.8,73919,5,Yes,Master,Single,No,33,1,Denver
E102360,John,Rodriguez,Female,43,Sales,Sales Manager,2013-06-11,12.6,50184,2,No,Bachelor,Divorced,No,48,1,Dallas
E102361,David,Hernandez,Female,52,Customer Support,Support Agent,2012-06-30,13.5,56848,3,No,Associate,Divorced,No,56,13,Chicago
E102362,Linda,Brown,Male,49,Sales,Sales Rep,2016-06-15,9.6,69971,4,No,Bachelor,Married,Yes,13,15,Phoenix
E102363,David,Johnson,Male,43,Sales,Sales Manager,2014-04-27,11.7,75776,3,No,Master,Married,Yes,32,6,Seattle
E102364,Linda,Thomas,Female,30,Marketing,Marketing Specialist,2021-01-22,4.9,95338,2,No,Master,Divorced,No,10,9,Denver
E102365,Joseph,Williams,Female,28,HR,HR Manager,2012-06-18,13.5,58720,5,No,High School,Married,No,26,7,Seattle
E102366,Thomas,Taylor,Female,40,Finance,Accountant,2019-02-09,6.9,66028,4,No,Bachelor,Single,No,23,11,Miami
E102367,Sarah,Rodriguez,Male,48,Sales,Sales Manager,2023-04-24,2.7,68364,4,Yes,Master,Divorced,Yes,14,13,Seattle
E102368,Jennifer,Hernandez,Male,45,HR,HR Specialist,2019-09-30,6.3,57722,2,No,High School,Married,No,47,7,Phoenix
E102369,Elizabeth,Gonzalez,Female,33,IT,IT Support,2020-08-13,5.4,114449,3,No,Bachelor,Divorced,Yes,44,5,Dallas
E102370,Elizabeth,Thomas,Female,49,Operations,Operations Manager,2024-05-10,1.6,55802,2,No,Associate,Married,Yes,37,9,Denver
E102371,Jessica,Moore,Female,54,Customer Support,Support Agent,2017-05-24,8.6,75778,4,No,High School,Single,No,48,12,Phoenix
E102372,Lisa,Hernandez,Female,58,Marketing,Marketing Manager,2021-12-25,4,60183,5,No,High School,Divorced,Yes,13,3,Chicago
E102373,Susan,Moore,Female,60,Finance,Accountant,2014-08-17,11.4,73034,3,Yes,High School,Single,No,57,9,Denver
E102374,Karen,Brown,Female,29,HR,HR Specialist,2019-01-31,6.9,89201,3,No,Master,Divorced,Yes,17,11,Phoenix
E102375,John,Garcia,Female,23,Operations,Operations Analyst,2014-06-09,11.6,89570,3,No,Associate,Divorced,No,4,11,Miami
E102376,Michael,Jones,Female,39,Sales,Sales Rep,2018-10-26,7.2,51335,3,No,Bachelor,Married,Yes,33,10,Boston
E102377,Daniel,Anderson,Female,44,Marketing,Marketing Manager,2014-04-22,11.7,92264,3,No,Bachelor,Married,No,50,14,Chicago
E102378,Susan,Anderson,Male,58,Customer Support,Support Lead,2017-05-27,8.6,54503,3,No,Master,Married,No,15,2,Miami
E102379,William,Smith,Female,22,Marketing,Marketing Specialist,2025-11-24,0.1,79881,5,No,Bachelor,Single,Yes,44,6,Boston
E102380,James,Moore,Female,25,Operations,Operations Analyst,2020-10-17,5.2,55366,3,No,High School,Married,Yes,59,3,Chicago
E102381,Karen,Davis,Male,60,Sales,Sales Manager,2014-10-12,11.2,93322,5,Yes,Bachelor,Divorced,No,52,0,Seattle
E102382,Jessica,Smith,Male,45,Finance,Financial Analyst,2023-05-27,2.6,63463,3,No,Associate,Married,No,39,1,Chicago
E102383,Mary,Lopez,Female,51,HR,HR Specialist,2022-10-28,3.2,74676,4,Yes,Associate,Married,No,30,14,Phoenix
E102384,Matthew,Taylor,Female,29,Finance,Accountant,2024-06-30,1.5,64720,2,No,High School,Divorced,No,56,8,Seattle
E102385,Joseph,Taylor,Female,27,Operations,Operations Manager,2017-10-01,8.3,57886,5,Yes,Associate,Married,No,27,15,Boston
E102386,William,Smith,Male,59,Operations,Operations Analyst,2012-08-31,13.3,94136,3,No,High School,Single,Yes,38,11,Dallas
E102387,Linda,Thomas,Male,36,Marketing,Marketing Specialist,2018-05-24,7.6,60360,3,No,Associate,Married,Yes,6,0,Miami
E102388,Sarah,Miller,Male,54,HR,HR Manager,2016-04-14,9.7,79054,4,No,Bachelor,Single,No,57,14,Denver
E102389,Daniel,Thomas,Male,39,IT,Software Engineer,2016-10-19,9.2,117062,3,No,Associate,Divorced,Yes,1,15,Chicago
E102390,Matthew,Jackson,Female,25,Sales,Sales Rep,2013-08-27,12.4,64778,4,No,High School,Married,No,54,6,Chicago
E102391,Daniel,Brown,Male,59,Customer Support,Support Lead,2019-06-09,6.6,71799,4,No,Bachelor,Married,Yes,55,14,Denver
E102392,Mary,Martinez,Female,56,HR,HR Manager,2022-10-14,3.2,48651,3,No,Master,Divorced,Yes,6,7,Dallas
E102393,John,Jackson,Female,29,Customer Support,Support Lead,2017-11-23,8.1,51186,5,No,Bachelor,Divorced,No,34,2,Denver
E102394,Jennifer,Anderson,Female,23,Sales,Sales Rep,2015-11-13,10.1,82983,3,No,Bachelor,Divorced,No,51,9,Miami
E102395,Lisa,Martinez,Male,30,Operations,Operations Manager,2018-04-09,7.7,76791,4,Yes,Bachelor,Single,Yes,49,6,Boston
E102396,David,Thomas,Male,54,Sales,Sales Rep,2023-06-16,2.5,79589,4,No,High School,Divorced,Yes,16,3,Seattle
E102397,Jessica,Gonzalez,Female,26,Operations,Operations Analyst,2024-02-11,1.9,74276,3,No,High School,Divorced,Yes,18,6,Denver
E102398,Jessica,Miller,Female,55,Finance,Financial Analyst,2015-06-11,10.6,88771,3,No,Bachelor,Divorced,Yes,49,7,Phoenix
E102399,Mary,Lopez,Male,28,HR,HR Specialist,2018-08-16,7.4,65922,3,Yes,Bachelor,Single,Yes,19,12,Boston
E102400,Matthew,Lopez,Male,31,Marketing,Marketing Specialist,2024-08-13,1.4,57584,3,No,Bachelor,Divorced,No,17,2,Dallas
E102401,Mary,Jones,Male,56,IT,Software Engineer,2025-03-18,0.8,97797,3,No,High School,Divorced,Yes,49,8,Atlanta
E102402,Sarah,Jackson,Male,42,Sales,Sales Manager,2016-02-28,9.8,79799,4,No,High School,Married,No,29,2,Miami
E102403,Lisa,Smith,Female,53,HR,HR Specialist,2012-08-07,13.4,85831,4,No,Master,Single,No,46,2,Boston
E102404,Thomas,Moore,Male,55,IT,Software Engineer,2014-04-01,11.8,94147,4,No,Associate,Single,No,56,5,Chicago
E102405,Sarah,Hernandez,Female,41,Sales,Sales Rep,2016-01-23,9.9,84255,5,No,Master,Single,Yes,6,0,Dallas
E102406,Sarah,Brown,Male,45,Operations,Operations Manager,2021-07-13,4.5,83011,3,No,Associate,Divorced,Yes,43,12,Chicago
E102407,John,Brown,Female,39,Finance,Financial Analyst,2023-01-20,3,61217,3,No,Bachelor,Divorced,No,9,4,Dallas
E102408,Daniel,Johnson,Female,24,IT,Software Engineer,2012-11-09,13.2,88500,4,No,Master,Married,No,23,14,Dallas
E102409,Joseph,Jackson,Female,59,Operations,Operations Analyst,2023-04-12,2.7,80249,4,Yes,Bachelor,Single,Yes,4,6,Atlanta
E102410,James,Johnson,Male,27,HR,HR Specialist,2020-10-28,5.2,87865,4,No,Bachelor,Married,Yes,22,5,Atlanta
E102411,David,Brown,Female,39,Marketing,Marketing Specialist,2025-06-12,0.6,86297,4,No,High School,Single,Yes,48,15,Atlanta
E102412,Jessica,Moore,Male,30,Marketing,Marketing Manager,2015-08-03,10.4,53379,3,Yes,Associate,Single,Yes,21,13,Dallas
E102413,Matthew,Brown,Male,29,Finance,Accountant,2025-06-23,0.5,99586,3,No,Associate,Married,Yes,13,5,Miami
E102414,Matthew,Martin,Male,33,HR,HR Specialist,2021-12-31,4,46282,5,No,Bachelor,Married,No,46,6,Phoenix
E102415,John,Gonzalez,Male,51,Operations,Operations Analyst,2016-12-01,9.1,81267,3,Yes,High School,Single,Yes,43,11,Atlanta
E102416,Linda,Moore,Female,40,Marketing,Marketing Specialist,2012-01-27,13.9,92751,3,No,Associate,Married,Yes,41,10,Boston
E102417,Patricia,Martinez,Male,25,Sales,Sales Manager,2015-04-25,10.7,69350,3,No,Master,Married,Yes,48,6,Phoenix
E102418,Linda,Moore,Female,43,Customer Support,Support Lead,2025-06-16,0.5,44481,5,No,Associate,Single,Yes,52,14,Boston
E102419,Lisa,Lopez,Female,52,Marketing,Marketing Manager,2021-04-21,4.7,54135,3,No,Associate,Divorced,No,10,14,Boston
E102420,Elizabeth,Brown,Male,54,HR,HR Manager,2014-05-17,11.6,79892,3,No,Master,Single,Yes,49,4,Dallas
E102421,Daniel,Martinez,Female,24,Sales,Sales Manager,2018-04-19,7.7,78083,3,No,Bachelor,Single,Yes,21,11,Chicago
E102422,Susan,Jones,Male,28,IT,Data Analyst,2023-10-10,2.2,108208,5,No,Associate,Married,Yes,30,14,Seattle
E102423,Elizabeth,Moore,Male,46,Sales,Sales Manager,2022-08-18,3.4,64675,2,No,Associate,Divorced,Yes,16,13,Miami
E102424,Matthew,Miller,Female,30,IT,IT Support,2018-11-29,7.1,75407,3,No,High School,Divorced,Yes,60,10,Denver
E102425,Sarah,Anderson,Male,25,Marketing,Marketing Specialist,2020-09-15,5.3,90451,4,No,Bachelor,Single,No,14,3,Seattle
E102426,Joseph,Williams,Male,28,Operations,Operations Analyst,2020-11-06,5.2,83274,2,No,Master,Divorced,No,16,9,Boston
E102427,Mary,Miller,Male,54,IT,Data Analyst,2020-12-04,5.1,114774,3,No,Bachelor,Divorced,No,14,14,Atlanta
E102428,William,Jones,Female,45,Finance,Financial Analyst,2014-11-15,11.1,94611,3,No,Associate,Single,Yes,9,5,Miami
E102429,Sarah,Miller,Male,49,Sales,Sales Rep,2021-07-11,4.5,93792,3,No,Master,Single,No,20,11,Miami
E102430,Elizabeth,Moore,Male,37,Marketing,Marketing Manager,2024-05-20,1.6,78178,5,No,High School,Married,Yes,29,1,Seattle
E102431,Robert,Rodriguez,Female,32,Customer Support,Support Agent,2020-06-25,5.5,63849,3,No,High School,Divorced,No,48,1,Boston
E102432,Sarah,Hernandez,Female,32,Operations,Operations Analyst,2016-11-22,9.1,68143,4,No,Master,Single,No,20,4,Chicago
E102433,Linda,Moore,Male,46,Finance,Accountant,2024-02-14,1.9,83884,5,No,High School,Divorced,Yes,33,10,Seattle
E102434,Patricia,Anderson,Male,28,Marketing,Marketing Specialist,2023-02-08,2.9,54870,4,Yes,High School,Married,Yes,43,0,Seattle
E102435,John,Moore,Male,45,Marketing,Marketing Manager,2015-04-18,10.7,84670,2,Yes,High School,Married,Yes,58,9,Dallas
E102436,Thomas,Wilson,Female,48,Finance,Financial Analyst,2023-06-08,2.6,103059,2,No,Master,Single,Yes,9,12,Dallas
E102437,Patricia,Davis,Male,37,Operations,Operations Analyst,2023-01-01,3,60821,3,No,Bachelor,Single,No,15,8,Miami
E102438,Jennifer,Davis,Female,26,Customer Support,Support Agent,2024-11-01,1.2,78433,4,No,Bachelor,Divorced,No,23,15,Dallas
E102439,Susan,Jones,Female,31,Customer Support,Support Agent,2024-03-04,1.8,77245,5,No,Associate,Married,No,57,12,Atlanta
E102440,Michael,Moore,Male,34,Marketing,Marketing Manager,2021-12-29,4,78239,2,Yes,High School,Single,Yes,6,1,Atlanta
E102441,Patricia,Miller,Female,34,HR,HR Manager,2012-05-27,13.6,64945,3,No,Master,Divorced,No,54,5,Dallas
E102442,Daniel,Taylor,Male,52,Sales,Sales Manager,2014-03-17,11.8,71399,3,No,Bachelor,Divorced,No,12,0,Denver
E102443,William,Hernandez,Male,23,Marketing,Marketing Specialist,2022-04-06,3.7,53384,3,Yes,Associate,Single,Yes,59,8,Boston
E102444,Daniel,Miller,Male,55,Sales,Sales Manager,2020-12-23,5,69054,3,No,High School,Single,No,54,12,Dallas
E102445,Jennifer,Davis,Female,24,Sales,Sales Rep,2020-12-15,5,66284,2,No,Bachelor,Single,No,57,5,Chicago
E102446,Mary,Gonzalez,Male,53,Sales,Sales Rep,2015-12-23,10,80705,2,Yes,Master,Divorced,Yes,3,8,Denver
E102447,Patricia,Garcia,Male,41,Operations,Operations Manager,2018-06-14,7.6,78790,3,No,High School,Single,Yes,14,15,Denver
E102448,Sarah,Garcia,Male,51,Customer Support,Support Lead,2012-11-21,13.1,65508,3,Yes,Bachelor,Divorced,Yes,28,14,Seattle
E102449,James,Davis,Male,32,Operations,Operations Manager,2014-07-13,11.5,82646,3,Yes,Master,Divorced,Yes,60,3,Denver
E102450,Matthew,Rodriguez,Female,32,Customer Support,Support Agent,2014-08-31,11.3,58375,4,Yes,Associate,Single,Yes,35,14,Denver
E102451,James,Anderson,Female,47,HR,HR Manager,2014-10-20,11.2,48765,3,No,Bachelor,Divorced,Yes,50,9,Atlanta
E102452,John,Gonzalez,Female,53,Marketing,Marketing Manager,2015-10-11,10.2,73469,3,No,High School,Single,Yes,36,7,Boston
E102453,Joseph,Johnson,Male,56,Finance,Financial Analyst,2021-05-27,4.6,61618,5,No,Bachelor,Single,No,50,6,Miami
E102454,James,Jones,Male,33,Finance,Accountant,2024-10-04,1.2,98165,5,No,Associate,Married,No,16,11,Boston
E102455,Robert,Taylor,Female,45,HR,HR Specialist,2016-11-02,9.2,67427,4,No,Associate,Divorced,Yes,8,14,Denver
E102456,Jennifer,Williams,Female,48,Sales,Sales Rep,2024-02-15,1.9,70870,3,No,Master,Married,Yes,59,14,Chicago
E102457,James,Martinez,Female,41,Finance,Accountant,2018-06-23,7.5,90547,4,No,Master,Divorced,Yes,16,14,Dallas
E102458,James,Moore,Female,50,Operations,Operations Manager,2013-11-22,12.1,63071,3,No,Bachelor,Married,Yes,15,8,Seattle
E102459,Jessica,Thomas,Female,53,Marketing,Marketing Specialist,2019-10-03,6.3,93593,2,Yes,High School,Single,No,26,11,Atlanta
E102460,James,Gonzalez,Male,44,HR,HR Manager,2017-01-07,9,66861,4,No,Bachelor,Single,Yes,5,15,Chicago
E102461,Elizabeth,Garcia,Female,25,Marketing,Marketing Manager,2023-07-07,2.5,83529,2,No,Master,Divorced,No,37,3,Miami
E102462,Matthew,Thomas,Female,57,Sales,Sales Rep,2013-01-19,13,51030,3,No,Master,Divorced,No,0,2,Denver
E102463,William,Johnson,Male,23,Marketing,Marketing Manager,2013-05-13,12.6,85706,2,No,Bachelor,Single,Yes,11,3,Denver
E102464,Lisa,Johnson,Female,22,Finance,Financial Analyst,2014-11-04,11.2,63506,3,No,High School,Divorced,No,37,6,Boston
E102465,James,Anderson,Male,37,Customer Support,Support Agent,2012-01-11,14,75963,3,No,Associate,Single,No,16,10,Denver
E102466,Susan,Brown,Male,41,Finance,Accountant,2025-10-04,0.2,64192,4,Yes,Associate,Divorced,Yes,8,13,Chicago
E102467,Karen,Anderson,Male,54,Marketing,Marketing Specialist,2016-11-18,9.1,64836,3,No,Associate,Divorced,Yes,34,10,Chicago
E102468,Jennifer,Miller,Male,30,Marketing,Marketing Specialist,2023-06-21,2.5,86482,3,No,Bachelor,Divorced,No,1,0,Boston
E102469,William,Rodriguez,Female,30,Finance,Financial Analyst,2016-09-24,9.3,92168,5,No,Bachelor,Married,Yes,55,1,Denver
E102470,Mary,Anderson,Female,23,Operations,Operations Analyst,2017-01-14,9,67202,3,No,Bachelor,Divorced,No,37,7,Miami
E102471,Matthew,Johnson,Male,47,Finance,Financial Analyst,2024-01-25,1.9,86971,3,No,High School,Single,Yes,24,5,Boston
E102472,Daniel,Williams,Female,30,HR,HR Specialist,2021-02-11,4.9,51588,3,No,Bachelor,Married,No,54,12,Dallas
E102473,Sarah,Taylor,Female,25,Operations,Operations Manager,2022-11-14,3.1,92771,3,Yes,Associate,Married,No,17,10,Atlanta
E102474,David,Gonzalez,Male,48,IT,Software Engineer,2021-02-27,4.8,78135,3,No,High School,Divorced,Yes,2,3,Denver
E102475,Karen,Jackson,Male,48,IT,IT Support,2023-04-10,2.7,90186,3,No,High School,Single,Yes,31,15,Phoenix
E102476,Jennifer,Johnson,Female,22,Finance,Financial Analyst,2015-01-07,11,101463,2,No,Master,Divorced,No,27,15,Phoenix
E102477,Linda,Jackson,Male,53,HR,HR Manager,2017-12-09,8.1,46891,3,No,High School,Married,No,32,13,Dallas
E102478,David,Lopez,Male,38,Operations,Operations Analyst,2021-03-12,4.8,86143,4,No,High School,Single,No,15,0,Atlanta
E102479,Susan,Martinez,Female,35,Marketing,Marketing Manager,2022-10-31,3.2,58497,3,No,Associate,Divorced,No,13,14,Chicago
E102480,David,Smith,Female,25,IT,Data Analyst,2021-07-17,4.5,97217,4,No,Bachelor,Married,No,5,2,Dallas
E102481,Robert,Williams,Male,35,HR,HR Manager,2021-08-22,4.4,63177,3,Yes,Master,Married,Yes,22,0,Chicago
E102482,Karen,Rodriguez,Male,53,HR,HR Manager,2013-11-05,12.2,82064,3,No,Bachelor,Single,Yes,21,9,Atlanta
E102483,Susan,Brown,Male,56,Finance,Accountant,2023-10-18,2.2,80746,4,No,Bachelor,Single,Yes,32,10,Seattle
E102484,Mary,Miller,Female,58,IT,Software Engineer,2022-02-20,3.9,91525,3,No,Associate,Divorced,No,47,5,Seattle
E102485,Jennifer,Anderson,Male,28,Finance,Financial Analyst,2016-03-27,9.8,70821,4,No,Bachelor,Married,Yes,29,0,Denver
E102486,David,Jones,Male,52,IT,Data Analyst,2023-05-25,2.6,99241,3,No,Master,Married,No,5,7,Boston
E102487,Daniel,Johnson,Male,55,Customer Support,Support Agent,2025-06-23,0.5,68064,3,No,Bachelor,Divorced,Yes,53,2,Denver
E102488,Susan,Thomas,Male,23,Finance,Accountant,2013-10-06,12.2,67414,3,No,Master,Single,Yes,15,1,Miami
E102489,James,Gonzalez,Female,36,IT,IT Support,2018-09-29,7.3,82762,3,No,High School,Married,Yes,9,9,Denver
E102490,John,Martinez,Female,27,Sales,Sales Manager,2023-05-03,2.7,72484,3,Yes,Master,Single,Yes,53,9,Miami
E102491,William,Moore,Male,32,HR,HR Specialist,2020-01-01,6,73344,4,Yes,High School,Married,No,24,8,Seattle
E102492,Jessica,Martinez,Male,34,HR,HR Specialist,2025-02-20,0.9,71760,5,No,High School,Divorced,Yes,3,3,Atlanta
E102493,Jennifer,Johnson,Male,29,Finance,Accountant,2021-01-27,4.9,75183,5,No,High School,Married,No,57,3,Denver
E102494,Patricia,Moore,Female,44,Marketing,Marketing Manager,2012-11-08,13.2,92350,5,No,Associate,Divorced,No,38,12,Boston
E102495,Michael,Moore,Female,41,Operations,Operations Analyst,2022-05-05,3.7,64959,3,No,High School,Divorced,No,43,12,Atlanta
E102496,Patricia,Miller,Female,56,IT,Software Engineer,2024-02-18,1.9,77469,2,No,Master,Single,No,52,10,Phoenix
E102497,Patricia,Smith,Male,26,Customer Support,Support Lead,2020-02-06,5.9,60528,3,No,Bachelor,Married,No,9,4,Denver
E102498,Joseph,Martinez,Male,24,Customer Support,Support Agent,2024-01-01,2,56853,4,No,High School,Single,Yes,8,2,Seattle
E102499,Joseph,Wilson,Female,22,Customer Support,Support Agent,2021-11-05,4.2,45586,5,No,Bachelor,Divorced,No,1,8,Miami
E102500,Lisa,Miller,Male,29,HR,HR Manager,2019-02-02,6.9,45919,3,Yes,Master,Single,Yes,51,13,Chicago
E102501,Lisa,Martinez,Male,44,Sales,Sales Manager,2018-10-17,7.2,64560,3,No,Associate,Married,No,8,9,Dallas
E102502,Daniel,Johnson,Female,28,Finance,Accountant,2017-11-15,8.1,85553,5,No,Associate,Married,No,18,7,Atlanta
E102503,Karen,Gonzalez,Male,53,Operations,Operations Analyst,2014-09-07,11.3,60566,2,No,Bachelor,Married,Yes,27,15,Phoenix
E102504,Patricia,Williams,Female,22,Sales,Sales Manager,2014-09-11,11.3,67599,3,No,Master,Married,No,12,5,Seattle
E102505,Patricia,Anderson,Male,49,Operations,Operations Analyst,2021-02-08,4.9,57342,2,No,Associate,Single,No,9,9,Chicago
E102506,Jennifer,Anderson,Male,56,HR,HR Manager,2021-01-18,5,65814,5,No,Bachelor,Single,No,38,1,Boston
E102507,John,Rodriguez,Female,26,HR,HR Specialist,2017-03-26,8.8,60528,4,No,Master,Divorced,No,23,14,Atlanta
E102508,Sarah,Gonzalez,Male,39,HR,HR Specialist,2022-09-08,3.3,69101,3,No,Associate,Single,Yes,28,8,Phoenix
E102509,Susan,Lopez,Female,33,Marketing,Marketing Specialist,2016-06-21,9.5,72297,5,No,Associate,Divorced,No,44,8,Phoenix
E102510,Michael,Miller,Male,29,Marketing,Marketing Specialist,2015-08-19,10.4,66797,2,No,Associate,Divorced,Yes,10,4,Boston
E102511,Mary,Brown,Female,42,Finance,Accountant,2016-12-27,9,81820,4,No,Master,Divorced,No,22,9,Chicago
E102512,William,Garcia,Male,25,Marketing,Marketing Specialist,2017-10-28,8.2,97716,2,No,High School,Married,No,33,7,Seattle
E102513,Thomas,Williams,Male,55,Customer Support,Support Agent,2024-01-06,2,75107,3,Yes,Associate,Married,Yes,44,5,Seattle
E102514,William,Hernandez,Female,22,Sales,Sales Rep,2022-06-19,3.5,79835,2,No,Associate,Single,No,42,11,Miami
E102515,Thomas,Johnson,Male,24,Marketing,Marketing Manager,2018-12-16,7,66335,4,No,Master,Divorced,No,18,7,Chicago
E102516,Thomas,Johnson,Male,41,Operations,Operations Analyst,2025-07-11,0.5,94123,3,Yes,Associate,Single,Yes,51,15,Dallas
